"Strain"	"Bead"	"IDensP"	"IngesP"	"IngesPLSD"	"IngesPUSD"
"CR3"	"H"	7.6	0.0043	0.00344	0.005
"CR3"	"H"	7.7	0.0043	0.00344	0.005
"CR3"	"H"	7.8	0.0043	0.00344	0.005
"CR3"	"H"	7.9	0.0043	0.00344	0.005
"CR3"	"H"	8	0.0043	0.00344	0.005
"CR3"	"H"	8.1	0.0044	0.00352	0.005
"CR3"	"H"	8.2	0.0044	0.00352	0.005
"CR3"	"H"	8.3	0.0044	0.00352	0.0051
"CR3"	"H"	8.4	0.0044	0.00352	0.0051
"CR3"	"H"	8.5	0.0044	0.00352	0.0051
"CR3"	"H"	8.6	0.0044	0.00352	0.0051
"CR3"	"H"	8.7	0.0045	0.0036	0.0051
"CR3"	"H"	8.8	0.0045	0.0036	0.0052
"CR3"	"H"	8.9	0.0045	0.0036	0.0052
"CR3"	"H"	9	0.0045	0.0036	0.0052
"CR3"	"H"	9.1	0.0045	0.0036	0.0052
"CR3"	"H"	9.2	0.0046	0.00368	0.0052
"CR3"	"H"	9.3	0.0046	0.00368	0.0052
"CR3"	"H"	9.4	0.0046	0.00368	0.0052
"CR3"	"H"	9.5	0.0046	0.00368	0.0052
"CR3"	"H"	9.6	0.0046	0.00368	0.0053
"CR3"	"H"	9.7	0.0046	0.00368	0.0053
"CR3"	"H"	9.8	0.0046	0.00368	0.0053
"CR3"	"H"	9.9	0.0046	0.00368	0.0053
"CR3"	"H"	10	0.0047	0.00376	0.0053
"CR3"	"H"	10.1	0.0047	0.00376	0.0053
"CR3"	"H"	10.2	0.0047	0.00376	0.0053
"CR3"	"H"	10.3	0.0047	0.00376	0.0053
"CR3"	"H"	10.4	0.0047	0.00376	0.0053
"CR3"	"H"	10.5	0.0047	0.00376	0.0053
"CR3"	"H"	10.6	0.0048	0.00384	0.0053
"CR3"	"H"	10.7	0.0048	0.00384	0.0053
"CR3"	"H"	10.8	0.0048	0.00384	0.0054
"CR3"	"H"	10.9	0.0048	0.00384	0.0054
"CR3"	"H"	11	0.0048	0.00384	0.0054
"CR3"	"H"	11.1	0.0048	0.00384	0.0054
"CR3"	"H"	11.2	0.0048	0.00384	0.0054
"CR3"	"H"	11.3	0.0048	0.00384	0.0054
"CR3"	"H"	11.4	0.0049	0.00392	0.0054
"CR3"	"H"	11.5	0.0049	0.00392	0.0054
"CR3"	"H"	11.6	0.0049	0.00392	0.0054
"CR3"	"H"	11.7	0.0049	0.00392	0.0054
"CR3"	"H"	11.8	0.0049	0.00392	0.0054
"CR3"	"H"	11.9	0.0049	0.00392	0.0055
"CR3"	"H"	12	0.0049	0.00392	0.0055
"CR3"	"H"	12.1	0.0049	0.00392	0.0055
"CR3"	"H"	12.2	0.0049	0.00392	0.0055
"CR3"	"H"	12.3	0.005	0.004	0.0055
"CR3"	"H"	12.4	0.005	0.004	0.0055
"CR3"	"H"	12.5	0.005	0.004	0.0055
"CR3"	"H"	12.6	0.005	0.004	0.0055
"CR3"	"H"	12.7	0.005	0.004	0.0055
"CR3"	"H"	12.8	0.005	0.004	0.0055
"CR3"	"H"	12.9	0.005	0.004	0.0056
"CR3"	"H"	13	0.005	0.004	0.0056
"CR3"	"H"	13.1	0.005	0.004	0.0056
"CR3"	"H"	13.2	0.005	0.004	0.0056
"CR3"	"H"	13.3	0.005	0.004	0.0056
"CR3"	"H"	13.4	0.005	0.004	0.0056
"CR3"	"H"	13.5	0.005	0.004	0.0056
"CR3"	"H"	13.6	0.0051	0.00408	0.0056
"CR3"	"H"	13.7	0.0051	0.00408	0.0056
"CR3"	"H"	13.8	0.0051	0.00408	0.0056
"CR3"	"H"	13.9	0.0051	0.00408	0.0056
"CR3"	"H"	14	0.0051	0.00408	0.0056
"CR3"	"H"	14.1	0.0051	0.00408	0.0056
"CR3"	"H"	14.2	0.0051	0.00408	0.0056
"CR3"	"H"	14.3	0.0051	0.00408	0.0056
"CR3"	"H"	14.4	0.0052	0.00416	0.0056
"CR3"	"H"	14.5	0.0052	0.00416	0.0056
"CR3"	"H"	14.6	0.0052	0.00416	0.0056
"CR3"	"H"	14.7	0.0052	0.00416	0.0056
"CR3"	"H"	14.8	0.0052	0.00416	0.0056
"CR3"	"H"	14.9	0.0052	0.00416	0.0057
"CR3"	"H"	15	0.0052	0.00416	0.0057
"CR4"	"H"	0.1	3e-04	0.00024	0.00036
"CR4"	"H"	0.2	6e-04	0.00048	0.00072
"CR4"	"H"	0.3	8e-04	0.00064	0.00096
"CR4"	"H"	0.4	0.001	8e-04	0.0012
"CR4"	"H"	0.5	0.0013	0.00104	0.00156
"CR4"	"H"	0.6	0.0015	0.0012	0.0018
"CR4"	"H"	0.7	0.0016	0.00128	0.00192
"CR4"	"H"	0.8	0.0018	0.00144	0.00216
"CR4"	"H"	0.9	0.002	0.0016	0.0024
"CR4"	"H"	1	0.0022	0.00176	0.00264
"CR4"	"H"	1.1	0.0023	0.00184	0.00276
"CR4"	"H"	1.2	0.0024	0.00192	0.00288
"CR4"	"H"	1.3	0.0026	0.00208	0.00312
"CR4"	"H"	1.4	0.0027	0.00216	0.00324
"CR4"	"H"	1.5	0.0028	0.00224	0.00336
"CR4"	"H"	1.6	0.0029	0.00232	0.00348
"CR4"	"H"	1.7	0.003	0.0024	0.0036
"CR4"	"H"	1.8	0.0031	0.00248	0.00372
"CR4"	"H"	1.9	0.0032	0.00256	0.00384
"CR4"	"H"	2	0.0033	0.00264	0.00396
"CR4"	"H"	2.1	0.0034	0.00272	0.00408
"CR4"	"H"	2.2	0.0034	0.00272	0.00408
"CR4"	"H"	2.3	0.0035	0.0028	0.0042
"CR4"	"H"	2.4	0.0036	0.00288	0.00432
"CR4"	"H"	2.5	0.0037	0.00296	0.00444
"CR4"	"H"	2.6	0.0037	0.00296	0.00444
"CR4"	"H"	2.7	0.0038	0.00304	0.00456
"CR4"	"H"	2.8	0.0039	0.00312	0.0046
"CR4"	"H"	2.9	0.0039	0.00312	0.00468
"CR4"	"H"	3	0.004	0.0032	0.0048
"CR4"	"H"	3.1	0.004	0.0032	0.0048
"CR4"	"H"	3.2	0.0041	0.00328	0.0049
"CR4"	"H"	3.3	0.0042	0.00336	0.0049
"CR4"	"H"	3.4	0.0042	0.00336	0.005
"CR4"	"H"	3.5	0.0043	0.00344	0.005
"CR4"	"H"	3.6	0.0043	0.00344	0.005
"CR4"	"H"	3.7	0.0043	0.00344	0.0051
"CR4"	"H"	3.8	0.0044	0.00352	0.0051
"CR4"	"H"	3.9	0.0044	0.00352	0.0051
"CR4"	"H"	4	0.0045	0.0036	0.0052
"CR4"	"H"	4.1	0.0045	0.0036	0.0052
"CR4"	"H"	4.2	0.0046	0.00368	0.0052
"CR4"	"H"	4.3	0.0046	0.00368	0.0053
"CR4"	"H"	4.4	0.0046	0.00368	0.0053
"CR4"	"H"	4.5	0.0046	0.00368	0.0053
"CR4"	"H"	4.6	0.0047	0.00376	0.0053
"CR4"	"H"	4.7	0.0047	0.00376	0.0054
"CR4"	"H"	4.8	0.0048	0.00384	0.0054
"CR4"	"H"	4.9	0.0048	0.00384	0.0054
"CR4"	"H"	5	0.0048	0.00384	0.0054
"CR4"	"H"	5.1	0.0049	0.00392	0.0055
"CR4"	"H"	5.2	0.0049	0.00392	0.0055
"CR4"	"H"	5.3	0.0049	0.00392	0.0055
"CR4"	"H"	5.4	0.0049	0.00392	0.0056
"CR4"	"H"	5.5	0.005	0.004	0.0056
"CR4"	"H"	5.6	0.005	0.004	0.0056
"CR4"	"H"	5.7	0.005	0.004	0.0056
"CR4"	"H"	5.8	0.005	0.004	0.0056
"CR4"	"H"	5.9	0.005	0.004	0.0056
"CR4"	"H"	6	0.0051	0.00408	0.0057
"CR4"	"H"	6.1	0.0051	0.00408	0.0057
"CR4"	"H"	6.2	0.0051	0.00408	0.0057
"CR4"	"H"	6.3	0.0052	0.00416	0.0057
"CR4"	"H"	6.4	0.0052	0.00416	0.0057
"CR4"	"H"	6.5	0.0052	0.00416	0.0058
"CR4"	"H"	6.6	0.0052	0.00416	0.0058
"CR4"	"H"	6.7	0.0052	0.00416	0.0058
"CR4"	"H"	6.8	0.0053	0.00424	0.0058
"CR4"	"H"	6.9	0.0053	0.00424	0.0058
"CR4"	"H"	7	0.0053	0.00424	0.0058
"CR4"	"H"	7.1	0.0053	0.00424	0.0058
"CR4"	"H"	7.2	0.0053	0.00424	0.0059
"CR4"	"H"	7.3	0.0053	0.00424	0.0059
"CR4"	"H"	7.4	0.0053	0.00424	0.0059
"CR4"	"H"	7.5	0.0054	0.00432	0.0059
"CR4"	"H"	7.6	0.0054	0.00432	0.0059
"CR4"	"H"	7.7	0.0054	0.00432	0.0059
"CR4"	"H"	7.8	0.0054	0.00432	0.0059
"CR4"	"H"	7.9	0.0054	0.00432	0.0059
"CR4"	"H"	8	0.0054	0.00432	0.006
"CR4"	"H"	8.1	0.0055	0.0044	0.006
"CR4"	"H"	8.2	0.0055	0.0044	0.006
"CR4"	"H"	8.3	0.0055	0.0044	0.006
"CR4"	"H"	8.4	0.0055	0.0044	0.006
"CR4"	"H"	8.5	0.0055	0.0044	0.006
"CR4"	"H"	8.6	0.0056	0.00448	0.006
"CR4"	"H"	8.7	0.0056	0.00448	0.006
"CR4"	"H"	8.8	0.0056	0.00448	0.006
"CR4"	"H"	8.9	0.0056	0.00448	0.006
"CR4"	"H"	9	0.0056	0.00448	0.006
"CR4"	"H"	9.1	0.0056	0.00448	0.006
"CR4"	"H"	9.2	0.0056	0.00448	0.0061
"CR4"	"H"	9.3	0.0056	0.00448	0.0061
"CR4"	"H"	9.4	0.0056	0.00448	0.0061
"CR4"	"H"	9.5	0.0056	0.00448	0.0061
"CR4"	"H"	9.6	0.0057	0.00456	0.0061
"CR4"	"H"	9.7	0.0057	0.00456	0.0061
"CR4"	"H"	9.8	0.0057	0.00456	0.0061
"CR4"	"H"	9.9	0.0057	0.00456	0.0061
"CR4"	"H"	10	0.0057	0.00456	0.0061
"CR4"	"H"	10.1	0.0057	0.00456	0.0062
"CR4"	"H"	10.2	0.0057	0.00456	0.0062
"CR4"	"H"	10.3	0.0057	0.00456	0.0062
"CR4"	"H"	10.4	0.0058	0.00464	0.0062
"CR4"	"H"	10.5	0.0058	0.00464	0.0062
"CR4"	"H"	10.6	0.0058	0.00464	0.0062
"CR4"	"H"	10.7	0.0058	0.00464	0.0062
"CR4"	"H"	10.8	0.0058	0.00464	0.0062
"CR4"	"H"	10.9	0.0058	0.00464	0.0062
"CR4"	"H"	11	0.0058	0.00464	0.0062
"CR4"	"H"	11.1	0.0058	0.00464	0.0062
"CR4"	"H"	11.2	0.0058	0.00464	0.0062
"CR4"	"H"	11.3	0.0058	0.00464	0.0062
"CR4"	"H"	11.4	0.0059	0.00472	0.0062
"CR4"	"H"	11.5	0.0059	0.00472	0.0062
"CR4"	"H"	11.6	0.0059	0.00472	0.0063
"CR4"	"H"	11.7	0.0059	0.00472	0.0063
"CR4"	"H"	11.8	0.0059	0.00472	0.0063
"CR4"	"H"	11.9	0.0059	0.00472	0.0063
"CR4"	"H"	12	0.0059	0.0048	0.0063
"CR4"	"H"	12.1	0.0059	0.0048	0.0063
"CR4"	"H"	12.2	0.0059	0.0048	0.0063
"CR4"	"H"	12.3	0.0059	0.0048	0.0063
"CR4"	"H"	12.4	0.0059	0.0048	0.0063
"CR4"	"H"	12.5	0.0059	0.0048	0.0063
"CR4"	"H"	12.6	0.0059	0.0048	0.0063
"CR4"	"H"	12.7	0.006	0.0048	0.0063
"CR4"	"H"	12.8	0.006	0.0049	0.0063
"CR4"	"H"	12.9	0.006	0.0049	0.0063
"CR4"	"H"	13	0.006	0.0049	0.0063
"CR4"	"H"	13.1	0.006	0.0049	0.0063
"CR4"	"H"	13.2	0.006	0.0049	0.0063
"CR4"	"H"	13.3	0.006	0.0049	0.0063
"CR4"	"H"	13.4	0.006	0.0049	0.0063
"CR4"	"H"	13.5	0.006	0.0049	0.0063
"CR4"	"H"	13.6	0.006	0.0049	0.0063
"CR4"	"H"	13.7	0.006	0.005	0.0063
"CR4"	"H"	13.8	0.006	0.005	0.0063
"CR4"	"H"	13.9	0.006	0.005	0.0063
"CR4"	"H"	14	0.006	0.005	0.0063
"CR4"	"H"	14.1	0.006	0.005	0.0063
"CR4"	"H"	14.2	0.006	0.005	0.0064
"CR4"	"H"	14.3	0.006	0.005	0.0064
"CR4"	"H"	14.4	0.006	0.005	0.0064
"CR4"	"H"	14.5	0.006	0.005	0.0064
"CR4"	"H"	14.6	0.006	0.005	0.0064
"CR4"	"H"	14.7	0.0061	0.005	0.0064
"CR4"	"H"	14.8	0.0061	0.005	0.0064
"CR4"	"H"	14.9	0.0061	0.0051	0.0064
"CR4"	"H"	15	0.0061	0.0051	0.0064
"CR5"	"H"	0.1	0.0026	0.00208	0.00312
"CR5"	"H"	0.2	0.0044	0.00352	0.00528
"CR5"	"H"	0.3	0.0059	0.00472	0.00708
"CR5"	"H"	0.4	0.007	0.0056	0.0084
"CR5"	"H"	0.5	0.008	0.0064	0.0096
"CR5"	"H"	0.6	0.0088	0.00704	0.01056
"CR5"	"H"	0.7	0.0094	0.00752	0.01128
"CR5"	"H"	0.8	0.0099	0.00792	0.01188
"CR5"	"H"	0.9	0.0104	0.00832	0.01248
"CR5"	"H"	1	0.0108	0.00864	0.01296
"CR5"	"H"	1.1	0.0111	0.00888	0.01332
"CR5"	"H"	1.2	0.0114	0.00912	0.01368
"CR5"	"H"	1.3	0.0117	0.00936	0.01404
"CR5"	"H"	1.4	0.012	0.0096	0.0144
"CR5"	"H"	1.5	0.0122	0.00976	0.01464
"CR5"	"H"	1.6	0.0124	0.00992	0.01488
"CR5"	"H"	1.7	0.0126	0.01008	0.01512
"CR5"	"H"	1.8	0.0127	0.01016	0.01524
"CR5"	"H"	1.9	0.0129	0.01032	0.01548
"CR5"	"H"	2	0.0131	0.01048	0.01572
"CR5"	"H"	2.1	0.0132	0.01056	0.01584
"CR5"	"H"	2.2	0.0133	0.01064	0.01596
"CR5"	"H"	2.3	0.0134	0.01072	0.01608
"CR5"	"H"	2.4	0.0135	0.0108	0.0162
"CR5"	"H"	2.5	0.0136	0.01088	0.01632
"CR5"	"H"	2.6	0.0137	0.01096	0.01644
"CR5"	"H"	2.7	0.0138	0.01104	0.01656
"CR5"	"H"	2.8	0.0139	0.01112	0.01668
"CR5"	"H"	2.9	0.014	0.0112	0.0168
"CR5"	"H"	3	0.014	0.0112	0.0168
"CR5"	"H"	3.1	0.0141	0.01128	0.01692
"CR5"	"H"	3.2	0.0141	0.01128	0.01692
"CR5"	"H"	3.3	0.0142	0.01136	0.01704
"CR5"	"H"	3.4	0.0143	0.01144	0.01716
"CR5"	"H"	3.5	0.0143	0.01144	0.01716
"CR5"	"H"	3.6	0.0144	0.01152	0.01728
"CR5"	"H"	3.7	0.0144	0.01152	0.01728
"CR5"	"H"	3.8	0.0145	0.0116	0.0174
"CR5"	"H"	3.9	0.0145	0.0116	0.0174
"CR5"	"H"	4	0.0146	0.01168	0.01752
"CR5"	"H"	4.1	0.0146	0.01168	0.01752
"CR5"	"H"	4.2	0.0146	0.01168	0.01752
"CR5"	"H"	4.3	0.0147	0.01176	0.01764
"CR5"	"H"	4.4	0.0147	0.01176	0.01764
"CR5"	"H"	4.5	0.0147	0.01176	0.01764
"CR5"	"H"	4.6	0.0148	0.01184	0.01776
"CR5"	"H"	4.7	0.0148	0.01184	0.01776
"CR5"	"H"	4.8	0.0148	0.01184	0.01776
"CR5"	"H"	4.9	0.0149	0.01192	0.01788
"CR5"	"H"	5	0.0149	0.01192	0.01788
"CR5"	"H"	5.1	0.0149	0.01192	0.01788
"CR5"	"H"	5.2	0.015	0.012	0.018
"CR5"	"H"	5.3	0.015	0.012	0.018
"CR5"	"H"	5.4	0.015	0.012	0.018
"CR5"	"H"	5.5	0.015	0.012	0.018
"CR5"	"H"	5.6	0.015	0.012	0.018
"CR5"	"H"	5.7	0.0151	0.01208	0.01812
"CR5"	"H"	5.8	0.0151	0.01208	0.01812
"CR5"	"H"	5.9	0.0151	0.01208	0.01812
"CR5"	"H"	6	0.0151	0.01208	0.01812
"CR5"	"H"	6.1	0.0152	0.01216	0.01824
"CR5"	"H"	6.2	0.0152	0.01216	0.01824
"CR5"	"H"	6.3	0.0152	0.01216	0.01824
"CR5"	"H"	6.4	0.0152	0.01216	0.01824
"CR5"	"H"	6.5	0.0152	0.01216	0.01824
"CR5"	"H"	6.6	0.0152	0.01216	0.01824
"CR5"	"H"	6.7	0.0153	0.01224	0.01836
"CR5"	"H"	6.8	0.0153	0.01224	0.01836
"CR5"	"H"	6.9	0.0153	0.01224	0.01836
"CR5"	"H"	7	0.0153	0.01224	0.01836
"CR5"	"H"	7.1	0.0153	0.01224	0.01836
"CR5"	"H"	7.2	0.0154	0.01232	0.01848
"CR5"	"H"	7.3	0.0154	0.01232	0.01848
"CR5"	"H"	7.4	0.0154	0.01232	0.01848
"CR5"	"H"	7.5	0.0154	0.01232	0.01848
"CR5"	"H"	7.6	0.0154	0.01232	0.01848
"CR5"	"H"	7.7	0.0154	0.01232	0.01848
"CR5"	"H"	7.8	0.0154	0.01232	0.01848
"CR5"	"H"	7.9	0.0154	0.01232	0.01848
"CR5"	"H"	8	0.0154	0.01232	0.01848
"CR5"	"H"	8.1	0.0154	0.01232	0.01848
"CR5"	"H"	8.2	0.0155	0.0124	0.0186
"CR5"	"H"	8.3	0.0155	0.0124	0.0186
"CR5"	"H"	8.4	0.0155	0.0124	0.0186
"CR5"	"H"	8.5	0.0155	0.0124	0.0186
"CR5"	"H"	8.6	0.0155	0.0124	0.0186
"CR5"	"H"	8.7	0.0155	0.0124	0.0186
"CR5"	"H"	8.8	0.0155	0.0124	0.0186
"CR5"	"H"	8.9	0.0156	0.01248	0.01872
"CR5"	"H"	9	0.0156	0.01248	0.01872
"CR5"	"H"	9.1	0.0156	0.01248	0.01872
"CR5"	"H"	9.2	0.0156	0.01248	0.01872
"CR5"	"H"	9.3	0.0156	0.01248	0.01872
"CR5"	"H"	9.4	0.0156	0.01248	0.01872
"CR5"	"H"	9.5	0.0156	0.01248	0.01872
"CR5"	"H"	9.6	0.0156	0.01248	0.01872
"CR5"	"H"	9.7	0.0156	0.01248	0.01872
"CR5"	"H"	9.8	0.0156	0.01248	0.01872
"CR5"	"H"	9.9	0.0156	0.01248	0.01872
"CR5"	"H"	10	0.0156	0.01248	0.01872
"CR5"	"H"	10.1	0.0157	0.01256	0.01884
"CR5"	"H"	10.2	0.0157	0.01256	0.01884
"CR5"	"H"	10.3	0.0157	0.01256	0.01884
"CR5"	"H"	10.4	0.0157	0.01256	0.01884
"CR5"	"H"	10.5	0.0157	0.01256	0.01884
"CR5"	"H"	10.6	0.0157	0.01256	0.01884
"CR5"	"H"	10.7	0.0157	0.01256	0.01884
"CR5"	"H"	10.8	0.0157	0.01256	0.01884
"CR5"	"H"	10.9	0.0157	0.01256	0.01884
"CR5"	"H"	11	0.0157	0.01256	0.01884
"CR5"	"H"	11.1	0.0157	0.01256	0.01884
"CR5"	"H"	11.2	0.0157	0.01256	0.01884
"CR5"	"H"	11.3	0.0157	0.01256	0.01884
"CR5"	"H"	11.4	0.0157	0.01256	0.01884
"CR5"	"H"	11.5	0.0157	0.01256	0.01884
"CR5"	"H"	11.6	0.0158	0.01264	0.01896
"CR5"	"H"	11.7	0.0158	0.01264	0.01896
"CR5"	"H"	11.8	0.0158	0.01264	0.01896
"CR5"	"H"	11.9	0.0158	0.01264	0.01896
"CR5"	"H"	12	0.0158	0.01264	0.01896
"CR5"	"H"	12.1	0.0158	0.01264	0.01896
"CR5"	"H"	12.2	0.0158	0.01264	0.01896
"CR5"	"H"	12.3	0.0158	0.01264	0.01896
"CR5"	"H"	12.4	0.0158	0.01264	0.01896
"CR5"	"H"	12.5	0.0158	0.01264	0.01896
"CR5"	"H"	12.6	0.0158	0.01264	0.01896
"CR5"	"H"	12.7	0.0158	0.01264	0.01896
"CR5"	"H"	12.8	0.0158	0.01264	0.01896
"CR5"	"H"	12.9	0.0158	0.01264	0.01896
"CR5"	"H"	13	0.0158	0.01264	0.01896
"CR5"	"H"	13.1	0.0158	0.01264	0.01896
"CR5"	"H"	13.2	0.0158	0.01264	0.01896
"CR5"	"H"	13.3	0.0158	0.01264	0.01896
"CR5"	"H"	13.4	0.0158	0.01264	0.01896
"CR5"	"H"	13.5	0.0158	0.01264	0.01896
"CR5"	"H"	13.6	0.0158	0.01264	0.01896
"CR5"	"H"	13.7	0.0158	0.01264	0.01896
"CR5"	"H"	13.8	0.0158	0.01264	0.01896
"CR5"	"H"	13.9	0.0158	0.01264	0.01896
"CR5"	"H"	14	0.0158	0.01264	0.01896
"CR5"	"H"	14.1	0.0158	0.01264	0.01896
"CR5"	"H"	14.2	0.0159	0.01272	0.01908
"CR5"	"H"	14.3	0.0159	0.01272	0.01908
"CR5"	"H"	14.4	0.0159	0.01272	0.01908
"CR5"	"H"	14.5	0.0159	0.01272	0.01908
"CR5"	"H"	14.6	0.0159	0.01272	0.01908
"CR5"	"H"	14.7	0.0159	0.01272	0.01908
"CR5"	"H"	14.8	0.0159	0.01272	0.01908
"CR5"	"H"	14.9	0.0159	0.01272	0.01908
"CR5"	"H"	15	0.0159	0.01272	0.01908
"CR6"	"H"	0.1	0.003	0.0024	0.0036
"CR6"	"H"	0.2	0.0048	0.00384	0.00576
"CR6"	"H"	0.3	0.0061	0.00488	0.00732
"CR6"	"H"	0.4	0.007	0.0056	0.0084
"CR6"	"H"	0.5	0.0076	0.00608	0.00912
"CR6"	"H"	0.6	0.0082	0.00656	0.00984
"CR6"	"H"	0.7	0.0086	0.00688	0.01032
"CR6"	"H"	0.8	0.0089	0.00712	0.01068
"CR6"	"H"	0.9	0.0092	0.00736	0.01104
"CR6"	"H"	1	0.0094	0.00752	0.01128
"CR6"	"H"	1.1	0.0097	0.00776	0.01164
"CR6"	"H"	1.2	0.0098	0.00784	0.01176
"CR6"	"H"	1.3	0.01	0.008	0.012
"CR6"	"H"	1.4	0.0101	0.00808	0.01212
"CR6"	"H"	1.5	0.0102	0.00816	0.01224
"CR6"	"H"	1.6	0.0104	0.00832	0.01248
"CR6"	"H"	1.7	0.0104	0.00832	0.01248
"CR6"	"H"	1.8	0.0106	0.00848	0.01272
"CR6"	"H"	1.9	0.0106	0.00848	0.01272
"CR6"	"H"	2	0.0107	0.00856	0.01284
"CR6"	"H"	2.1	0.0108	0.00864	0.01296
"CR6"	"H"	2.2	0.0108	0.00864	0.01296
"CR6"	"H"	2.3	0.0109	0.00872	0.01308
"CR6"	"H"	2.4	0.0109	0.00872	0.01308
"CR6"	"H"	2.5	0.011	0.0088	0.0132
"CR6"	"H"	2.6	0.011	0.0088	0.0132
"CR6"	"H"	2.7	0.0111	0.00888	0.01332
"CR6"	"H"	2.8	0.0111	0.00888	0.01332
"CR6"	"H"	2.9	0.0112	0.00896	0.01344
"CR6"	"H"	3	0.0112	0.00896	0.01344
"CR6"	"H"	3.1	0.0112	0.00896	0.01344
"CR6"	"H"	3.2	0.0112	0.00896	0.01344
"CR6"	"H"	3.3	0.0113	0.00904	0.01356
"CR6"	"H"	3.4	0.0113	0.00904	0.01356
"CR6"	"H"	3.5	0.0113	0.00904	0.01356
"CR6"	"H"	3.6	0.0114	0.00912	0.01368
"CR6"	"H"	3.7	0.0114	0.00912	0.01368
"CR6"	"H"	3.8	0.0114	0.00912	0.01368
"CR6"	"H"	3.9	0.0114	0.00912	0.01368
"CR6"	"H"	4	0.0114	0.00912	0.01368
"CR6"	"H"	4.1	0.0114	0.00912	0.01368
"CR6"	"H"	4.2	0.0115	0.0092	0.0138
"CR6"	"H"	4.3	0.0115	0.0092	0.0138
"CR6"	"H"	4.4	0.0115	0.0092	0.0138
"CR6"	"H"	4.5	0.0115	0.0092	0.0138
"CR6"	"H"	4.6	0.0116	0.00928	0.01392
"CR6"	"H"	4.7	0.0116	0.00928	0.01392
"CR6"	"H"	4.8	0.0116	0.00928	0.01392
"CR6"	"H"	4.9	0.0116	0.00928	0.01392
"CR6"	"H"	5	0.0116	0.00928	0.01392
"CR6"	"H"	5.1	0.0116	0.00928	0.01392
"CR6"	"H"	5.2	0.0116	0.00928	0.01392
"CR6"	"H"	5.3	0.0117	0.00936	0.01404
"CR6"	"H"	5.4	0.0117	0.00936	0.01404
"CR6"	"H"	5.5	0.0117	0.00936	0.01404
"CR6"	"H"	5.6	0.0117	0.00936	0.01404
"CR6"	"H"	5.7	0.0117	0.00936	0.01404
"CR6"	"H"	5.8	0.0117	0.00936	0.01404
"CR6"	"H"	5.9	0.0117	0.00936	0.01404
"CR6"	"H"	6	0.0117	0.00936	0.01404
"CR6"	"H"	6.1	0.0117	0.00936	0.01404
"CR6"	"H"	6.2	0.0117	0.00936	0.01404
"CR6"	"H"	6.3	0.0118	0.00944	0.01416
"CR6"	"H"	6.4	0.0118	0.00944	0.01416
"CR6"	"H"	6.5	0.0118	0.00944	0.01416
"CR6"	"H"	6.6	0.0118	0.00944	0.01416
"CR6"	"H"	6.7	0.0118	0.00944	0.01416
"CR6"	"H"	6.8	0.0118	0.00944	0.01416
"CR6"	"H"	6.9	0.0118	0.00944	0.01416
"CR6"	"H"	7	0.0118	0.00944	0.01416
"CR6"	"H"	7.1	0.0118	0.00944	0.01416
"CR6"	"H"	7.2	0.0118	0.00944	0.01416
"CR6"	"H"	7.3	0.0118	0.00944	0.01416
"CR6"	"H"	7.4	0.0118	0.00944	0.01416
"CR6"	"H"	7.5	0.0118	0.00944	0.01416
"CR6"	"H"	7.6	0.0118	0.00944	0.01416
"CR6"	"H"	7.7	0.0118	0.00944	0.01416
"CR6"	"H"	7.8	0.0118	0.00944	0.01416
"CR6"	"H"	7.9	0.0118	0.00944	0.01416
"CR6"	"H"	8	0.0118	0.00944	0.01416
"CR6"	"H"	8.1	0.0118	0.00944	0.01416
"CR6"	"H"	8.2	0.0118	0.00944	0.01416
"CR6"	"H"	8.3	0.0119	0.00952	0.01428
"CR6"	"H"	8.4	0.0119	0.00952	0.01428
"CR6"	"H"	8.5	0.0119	0.00952	0.01428
"CR6"	"H"	8.6	0.0119	0.00952	0.01428
"CR6"	"H"	8.7	0.0119	0.00952	0.01428
"CR6"	"H"	8.8	0.0119	0.00952	0.01428
"CR6"	"H"	8.9	0.0119	0.00952	0.01428
"CR6"	"H"	9	0.0119	0.00952	0.01428
"CR6"	"H"	9.1	0.0119	0.00952	0.01428
"CR6"	"H"	9.2	0.0119	0.00952	0.01428
"CR6"	"H"	9.3	0.0119	0.00952	0.01428
"CR6"	"H"	9.4	0.0119	0.00952	0.01428
"CR6"	"H"	9.5	0.0119	0.00952	0.01428
"CR6"	"H"	9.6	0.0119	0.00952	0.01428
"CR6"	"H"	9.7	0.0119	0.00952	0.01428
"CR6"	"H"	9.8	0.0119	0.00952	0.01428
"CR6"	"H"	9.9	0.0119	0.00952	0.01428
"CR6"	"H"	10	0.0119	0.00952	0.01428
"CR6"	"H"	10.1	0.012	0.0096	0.0144
"CR6"	"H"	10.2	0.012	0.0096	0.0144
"CR6"	"H"	10.3	0.012	0.0096	0.0144
"CR6"	"H"	10.4	0.012	0.0096	0.0144
"CR6"	"H"	10.5	0.012	0.0096	0.0144
"CR6"	"H"	10.6	0.012	0.0096	0.0144
"CR6"	"H"	10.7	0.012	0.0096	0.0144
"CR6"	"H"	10.8	0.012	0.0096	0.0144
"CR6"	"H"	10.9	0.012	0.0096	0.0144
"CR6"	"H"	11	0.012	0.0096	0.0144
"CR6"	"H"	11.1	0.012	0.0096	0.0144
"CR6"	"H"	11.2	0.012	0.0096	0.0144
"CR6"	"H"	11.3	0.012	0.0096	0.0144
"CR6"	"H"	11.4	0.012	0.0096	0.0144
