"Strain"	"Bead"	"IDensP"	"IngesP"	"IngesPLSD"	"IngesPUSD"	"IngesPLCI"	"IngesPUCI"
"CR1"	"M"	6.3	0.0116	0.0111	0.0121	0.0098	0.0131
"CR1"	"M"	6.4	0.0117	0.0112	0.0122	0.0098	0.0132
"CR1"	"M"	6.5	0.0118	0.0113	0.0123	0.0099	0.0133
"CR1"	"M"	6.6	0.0119	0.0113	0.0124	0.01	0.0134
"CR1"	"M"	6.7	0.0119	0.0114	0.0125	0.01	0.0135
"CR1"	"M"	6.8	0.012	0.0115	0.0126	0.0101	0.0136
"CR1"	"M"	6.9	0.0121	0.0115	0.0127	0.0102	0.0137
"CR1"	"M"	7	0.0122	0.0116	0.0128	0.0102	0.0138
"CR1"	"M"	7.1	0.0123	0.0117	0.0128	0.0103	0.0139
"CR1"	"M"	7.2	0.0123	0.0117	0.0129	0.0103	0.014
"CR1"	"M"	7.3	0.0124	0.0118	0.013	0.0104	0.0141
"CR1"	"M"	7.4	0.0125	0.0119	0.0131	0.0104	0.0142
"CR1"	"M"	7.5	0.0125	0.0119	0.0132	0.0104	0.0143
"CR1"	"M"	7.6	0.0126	0.012	0.0133	0.0105	0.0144
"CR1"	"M"	7.7	0.0127	0.012	0.0133	0.0105	0.0145
"CR1"	"M"	7.8	0.0127	0.0121	0.0134	0.0106	0.0146
"CR1"	"M"	7.9	0.0128	0.0121	0.0135	0.0106	0.0147
"CR1"	"M"	8	0.0129	0.0122	0.0136	0.0107	0.0148
"CR1"	"M"	8.1	0.0129	0.0122	0.0136	0.0107	0.0149
"CR1"	"M"	8.2	0.013	0.0123	0.0137	0.0107	0.015
"CR1"	"M"	8.3	0.0131	0.0124	0.0138	0.0108	0.0151
"CR1"	"M"	8.4	0.0131	0.0124	0.0139	0.0108	0.0152
"CR1"	"M"	8.5	0.0132	0.0124	0.0139	0.0108	0.0152
"CR1"	"M"	8.6	0.0133	0.0125	0.014	0.0109	0.0153
"CR1"	"M"	8.7	0.0133	0.0125	0.0141	0.0109	0.0154
"CR1"	"M"	8.8	0.0134	0.0126	0.0142	0.0109	0.0155
"CR1"	"M"	8.9	0.0134	0.0126	0.0142	0.0109	0.0156
"CR1"	"M"	9	0.0135	0.0127	0.0143	0.011	0.0157
"CR1"	"M"	9.1	0.0135	0.0127	0.0144	0.011	0.0158
"CR1"	"M"	9.2	0.0136	0.0128	0.0144	0.011	0.0159
"CR1"	"M"	9.3	0.0137	0.0128	0.0145	0.011	0.016
"CR1"	"M"	9.4	0.0137	0.0128	0.0146	0.0111	0.0161
"CR1"	"M"	9.5	0.0138	0.0129	0.0146	0.0111	0.0161
"CR1"	"M"	9.6	0.0138	0.0129	0.0147	0.0111	0.0162
"CR1"	"M"	9.7	0.0139	0.013	0.0148	0.01112	0.0163
"CR1"	"M"	9.8	0.0139	0.013	0.0148	0.01112	0.0164
"CR1"	"M"	9.9	0.014	0.013	0.0149	0.0112	0.0165
"CR1"	"M"	10	0.014	0.0131	0.0149	0.0112	0.0166
"CR1"	"M"	10.1	0.0141	0.0131	0.015	0.01128	0.0167
"CR1"	"M"	10.2	0.0141	0.0131	0.0151	0.01128	0.0167
"CR1"	"M"	10.3	0.0142	0.0132	0.0151	0.01136	0.0168
"CR1"	"M"	10.4	0.0142	0.0132	0.0152	0.01136	0.0169
"CR1"	"M"	10.5	0.0143	0.0133	0.0152	0.01144	0.017
"CR1"	"M"	10.6	0.0143	0.0133	0.0153	0.01144	0.0171
"CR1"	"M"	10.7	0.0143	0.0133	0.0154	0.01144	0.0171
"CR1"	"M"	10.8	0.0144	0.0134	0.0154	0.01152	0.0172
"CR1"	"M"	10.9	0.0144	0.0134	0.0155	0.01152	0.01728
"CR1"	"M"	11	0.0145	0.0134	0.0155	0.0116	0.0174
"CR1"	"M"	11.1	0.0145	0.0134	0.0156	0.0116	0.0174
"CR1"	"M"	11.2	0.0146	0.0135	0.0156	0.01168	0.0175
"CR1"	"M"	11.3	0.0146	0.0135	0.0157	0.01168	0.01752
"CR1"	"M"	11.4	0.0146	0.0135	0.0158	0.01168	0.01752
"CR1"	"M"	11.5	0.0147	0.0136	0.0158	0.01176	0.01764
"CR1"	"M"	11.6	0.0147	0.0136	0.0159	0.01176	0.01764
"CR1"	"M"	11.7	0.0148	0.0136	0.0159	0.01184	0.01776
"CR1"	"M"	11.8	0.0148	0.0137	0.016	0.01184	0.01776
"CR1"	"M"	11.9	0.0148	0.0137	0.016	0.01184	0.01776
"CR1"	"M"	12	0.0149	0.0137	0.0161	0.01192	0.01788
"CR1"	"M"	12.1	0.0149	0.0137	0.0161	0.01192	0.01788
"CR1"	"M"	12.2	0.015	0.0138	0.0162	0.012	0.018
"CR1"	"M"	12.3	0.015	0.0138	0.0162	0.012	0.018
"CR1"	"M"	12.4	0.015	0.0138	0.0163	0.012	0.018
"CR1"	"M"	12.5	0.0151	0.0138	0.0163	0.01208	0.01812
"CR1"	"M"	12.6	0.0151	0.0139	0.0164	0.01208	0.01812
"CR1"	"M"	12.7	0.0151	0.0139	0.0164	0.01208	0.01812
"CR1"	"M"	12.8	0.0152	0.0139	0.0164	0.01216	0.01824
"CR1"	"M"	12.9	0.0152	0.0139	0.0165	0.01216	0.01824
"CR1"	"M"	13	0.0153	0.014	0.0165	0.01224	0.01836
"CR1"	"M"	13.1	0.0153	0.014	0.0166	0.01224	0.01836
"CR1"	"M"	13.2	0.0153	0.014	0.0166	0.01224	0.01836
"CR1"	"M"	13.3	0.0154	0.014	0.0167	0.01232	0.01848
"CR1"	"M"	13.4	0.0154	0.0141	0.0167	0.01232	0.01848
"CR1"	"M"	13.5	0.0154	0.0141	0.0168	0.01232	0.01848
"CR1"	"M"	13.6	0.0155	0.0141	0.0168	0.0124	0.0186
"CR1"	"M"	13.7	0.0155	0.0141	0.0168	0.0124	0.0186
"CR1"	"M"	13.8	0.0155	0.0141	0.0169	0.0124	0.0186
"CR1"	"M"	13.9	0.0155	0.0142	0.0169	0.0124	0.0186
"CR1"	"M"	14	0.0156	0.0142	0.017	0.01248	0.01872
"CR1"	"M"	14.1	0.0156	0.0142	0.017	0.01248	0.01872
"CR1"	"M"	14.2	0.0156	0.0142	0.0171	0.01248	0.01872
"CR1"	"M"	14.3	0.0157	0.0142	0.0171	0.01256	0.01884
"CR1"	"M"	14.4	0.0157	0.0143	0.0171	0.01256	0.01884
"CR1"	"M"	14.5	0.0157	0.0143	0.0172	0.01256	0.01884
"CR1"	"M"	14.6	0.0158	0.0143	0.0172	0.01264	0.01896
"CR1"	"M"	14.7	0.0158	0.0143	0.0173	0.01264	0.01896
"CR1"	"M"	14.8	0.0158	0.0143	0.0173	0.01264	0.01896
"CR1"	"M"	14.9	0.0158	0.0144	0.0173	0.01264	0.01896
"CR1"	"M"	15	0.0159	0.0144	0.0174	0.01272	0.01908
"CR1"	"H"	0.1	2e-04	0.00016	0.00024	0.00016	0.00024
"CR1"	"H"	0.2	3e-04	0.00024	0.00036	0.00024	0.00036
"CR1"	"H"	0.3	5e-04	4e-04	6e-04	4e-04	6e-04
"CR1"	"H"	0.4	6e-04	0.00048	0.00072	0.00048	0.00072
"CR1"	"H"	0.5	8e-04	0.00064	0.00096	0.00064	0.00096
"CR1"	"H"	0.6	9e-04	0.00072	0.00108	0.00072	0.00108
"CR1"	"H"	0.7	0.001	8e-04	0.0012	8e-04	0.0012
"CR1"	"H"	0.8	0.0011	0.00088	0.00132	0.00088	0.00132
"CR1"	"H"	0.9	0.0012	0.00096	0.00144	0.00096	0.00144
"CR1"	"H"	1	0.0013	0.00104	0.00156	0.00104	0.00156
"CR1"	"H"	1.1	0.0014	0.00112	0.00168	0.00112	0.00168
"CR1"	"H"	1.2	0.0015	0.0012	0.0018	0.0012	0.0018
"CR1"	"H"	1.3	0.0016	0.00128	0.00192	0.00128	0.00192
"CR1"	"H"	1.4	0.0016	0.00128	0.00192	0.00128	0.00192
"CR1"	"H"	1.5	0.0017	0.00136	0.00204	0.00136	0.00204
"CR1"	"H"	1.6	0.0018	0.00144	0.00216	0.00144	0.00216
"CR1"	"H"	1.7	0.0019	0.00152	0.00228	0.00152	0.00228
"CR1"	"H"	1.8	0.0019	0.00152	0.00228	0.00152	0.00228
"CR1"	"H"	1.9	0.002	0.0016	0.0024	0.0016	0.0024
"CR1"	"H"	2	0.002	0.0016	0.0024	0.0016	0.0024
"CR1"	"H"	2.1	0.0021	0.00168	0.00252	0.00168	0.00252
"CR1"	"H"	2.2	0.0022	0.00176	0.00264	0.00176	0.00264
"CR1"	"H"	2.3	0.0022	0.00176	0.00264	0.00176	0.00264
"CR1"	"H"	2.4	0.0023	0.00184	0.00276	0.00184	0.00276
"CR1"	"H"	2.5	0.0023	0.00184	0.00276	0.00184	0.00276
"CR1"	"H"	2.6	0.0024	0.00192	0.00288	0.00192	0.00288
"CR1"	"H"	2.7	0.0024	0.00192	0.00288	0.00192	0.00288
"CR1"	"H"	2.8	0.0024	0.00192	0.00288	0.00192	0.00288
"CR1"	"H"	2.9	0.0025	0.002	0.003	0.002	0.003
"CR1"	"H"	3	0.0025	0.002	0.003	0.002	0.003
"CR1"	"H"	3.1	0.0026	0.00208	0.00312	0.00208	0.00312
"CR1"	"H"	3.2	0.0026	0.00208	0.00312	0.00208	0.00312
"CR1"	"H"	3.3	0.0026	0.00208	0.00312	0.00208	0.00312
"CR1"	"H"	3.4	0.0027	0.00216	0.00324	0.00216	0.00324
"CR1"	"H"	3.5	0.0027	0.00216	0.00324	0.00216	0.00324
"CR1"	"H"	3.6	0.0027	0.00216	0.00324	0.00216	0.00324
"CR1"	"H"	3.7	0.0028	0.00224	0.00336	0.00224	0.00336
"CR1"	"H"	3.8	0.0028	0.00224	0.00336	0.00224	0.00336
"CR1"	"H"	3.9	0.0028	0.00224	0.00336	0.00224	0.00336
"CR1"	"H"	4	0.0029	0.00232	0.00348	0.00232	0.00348
"CR1"	"H"	4.1	0.0029	0.00232	0.00348	0.00232	0.00348
"CR1"	"H"	4.2	0.0029	0.00232	0.00348	0.00232	0.00348
"CR1"	"H"	4.3	0.0029	0.00232	0.00348	0.00232	0.00348
"CR1"	"H"	4.4	0.003	0.0024	0.0036	0.0024	0.0036
"CR1"	"H"	4.5	0.003	0.0024	0.0036	0.0024	0.0036
"CR1"	"H"	4.6	0.003	0.0024	0.0036	0.0024	0.0036
"CR1"	"H"	4.7	0.003	0.0024	0.0036	0.0024	0.0036
"CR1"	"H"	4.8	0.0031	0.00248	0.00372	0.00248	0.00372
"CR1"	"H"	4.9	0.0031	0.00248	0.00372	0.00248	0.00372
"CR1"	"H"	5	0.0031	0.00248	0.00372	0.00248	0.00372
"CR1"	"H"	5.1	0.0031	0.00248	0.00372	0.00248	0.00372
"CR1"	"H"	5.2	0.0031	0.00248	0.00372	0.00248	0.00372
"CR1"	"H"	5.3	0.0032	0.00256	0.00384	0.00256	0.00384
"CR1"	"H"	5.4	0.0032	0.00256	0.00384	0.00256	0.00384
"CR1"	"H"	5.5	0.0032	0.00256	0.00384	0.00256	0.00384
"CR1"	"H"	5.6	0.0032	0.00256	0.00384	0.00256	0.00384
"CR1"	"H"	5.7	0.0032	0.00256	0.00384	0.00256	0.00384
"CR1"	"H"	5.8	0.0033	0.00264	0.00396	0.00264	0.00396
"CR1"	"H"	5.9	0.0033	0.00264	0.00396	0.00264	0.00396
"CR1"	"H"	6	0.0033	0.00264	0.00396	0.00264	0.00396
"CR1"	"H"	6.1	0.0033	0.00264	0.00396	0.00264	0.00396
"CR1"	"H"	6.2	0.0033	0.00264	0.00396	0.00264	0.00396
"CR1"	"H"	6.3	0.0033	0.00264	0.00396	0.00264	0.00396
"CR1"	"H"	6.4	0.0034	0.00272	0.00408	0.00272	0.00408
"CR1"	"H"	6.5	0.0034	0.00272	0.00408	0.00272	0.00408
"CR1"	"H"	6.6	0.0034	0.00272	0.00408	0.00272	0.00408
"CR1"	"H"	6.7	0.0034	0.00272	0.00408	0.00272	0.00408
"CR1"	"H"	6.8	0.0034	0.00272	0.00408	0.00272	0.00408
"CR1"	"H"	6.9	0.0034	0.00272	0.00408	0.00272	0.00408
"CR1"	"H"	7	0.0034	0.00272	0.00408	0.00272	0.00408
"CR1"	"H"	7.1	0.0035	0.0028	0.0042	0.0028	0.0042
"CR1"	"H"	7.2	0.0035	0.0028	0.0042	0.0028	0.0042
"CR1"	"H"	7.3	0.0035	0.0028	0.0042	0.0028	0.0042
"CR1"	"H"	7.4	0.0035	0.0028	0.0042	0.0028	0.0042
"CR1"	"H"	7.5	0.0035	0.0028	0.0042	0.0028	0.0042
"CR1"	"H"	7.6	0.0035	0.0028	0.0042	0.0028	0.0042
"CR1"	"H"	7.7	0.0035	0.0028	0.0042	0.0028	0.0042
"CR1"	"H"	7.8	0.0035	0.0028	0.0042	0.0028	0.0042
"CR1"	"H"	7.9	0.0036	0.00288	0.00432	0.00288	0.00432
"CR1"	"H"	8	0.0036	0.00288	0.00432	0.00288	0.00432
"CR1"	"H"	8.1	0.0036	0.00288	0.00432	0.00288	0.00432
"CR1"	"H"	8.2	0.0036	0.00288	0.00432	0.00288	0.00432
"CR1"	"H"	8.3	0.0036	0.00288	0.00432	0.00288	0.00432
"CR1"	"H"	8.4	0.0036	0.00288	0.00432	0.00288	0.00432
"CR1"	"H"	8.5	0.0036	0.00288	0.00432	0.00288	0.00432
"CR1"	"H"	8.6	0.0036	0.00288	0.00432	0.00288	0.00432
"CR1"	"H"	8.7	0.0036	0.00288	0.00432	0.00288	0.00432
"CR1"	"H"	8.8	0.0037	0.00296	0.00444	0.00296	0.00444
"CR1"	"H"	8.9	0.0037	0.00296	0.00444	0.00296	0.00444
"CR1"	"H"	9	0.0037	0.00296	0.00444	0.00296	0.00444
"CR1"	"H"	9.1	0.0037	0.00296	0.00444	0.00296	0.00444
"CR1"	"H"	9.2	0.0037	0.00296	0.00444	0.00296	0.00444
"CR1"	"H"	9.3	0.0037	0.00296	0.00444	0.00296	0.00444
"CR1"	"H"	9.4	0.0037	0.00296	0.00444	0.00296	0.00444
"CR1"	"H"	9.5	0.0037	0.00296	0.00444	0.00296	0.00444
"CR1"	"H"	9.6	0.0037	0.00296	0.00444	0.00296	0.00444
"CR1"	"H"	9.7	0.0037	0.00296	0.00444	0.00296	0.00444
"CR1"	"H"	9.8	0.0037	0.00296	0.00444	0.00296	0.00444
"CR1"	"H"	9.9	0.0037	0.00296	0.00444	0.00296	0.00444
"CR1"	"H"	10	0.0038	0.00304	0.00456	0.00304	0.00456
"CR1"	"H"	10.1	0.0038	0.00304	0.00456	0.00304	0.00456
"CR1"	"H"	10.2	0.0038	0.00304	0.00456	0.00304	0.00456
"CR1"	"H"	10.3	0.0038	0.00304	0.00456	0.00304	0.00456
"CR1"	"H"	10.4	0.0038	0.00304	0.00456	0.00304	0.00456
"CR1"	"H"	10.5	0.0038	0.00304	0.00456	0.00304	0.00456
"CR1"	"H"	10.6	0.0038	0.00304	0.00456	0.00304	0.00456
"CR1"	"H"	10.7	0.0038	0.00304	0.00456	0.00304	0.00456
"CR1"	"H"	10.8	0.0038	0.00304	0.00456	0.00304	0.00456
"CR1"	"H"	10.9	0.0038	0.00304	0.00456	0.00304	0.00456
"CR1"	"H"	11	0.0038	0.00304	0.00456	0.00304	0.00456
"CR1"	"H"	11.1	0.0038	0.00304	0.00456	0.00304	0.00456
"CR1"	"H"	11.2	0.0038	0.00304	0.00456	0.00304	0.00456
"CR1"	"H"	11.3	0.0038	0.00304	0.00456	0.00304	0.00456
"CR1"	"H"	11.4	0.0039	0.00312	0.00468	0.00312	0.00468
"CR1"	"H"	11.5	0.0039	0.00312	0.00468	0.00312	0.00468
"CR1"	"H"	11.6	0.0039	0.00312	0.00468	0.00312	0.00468
"CR1"	"H"	11.7	0.0039	0.00312	0.00468	0.00312	0.00468
"CR1"	"H"	11.8	0.0039	0.00312	0.00468	0.00312	0.00468
"CR1"	"H"	11.9	0.0039	0.00312	0.00468	0.00312	0.00468
"CR1"	"H"	12	0.0039	0.00312	0.00468	0.00312	0.00468
"CR1"	"H"	12.1	0.0039	0.00312	0.00468	0.00312	0.00468
"CR1"	"H"	12.2	0.0039	0.00312	0.00468	0.00312	0.00468
"CR1"	"H"	12.3	0.0039	0.00312	0.00468	0.00312	0.00468
"CR1"	"H"	12.4	0.0039	0.00312	0.00468	0.00312	0.00468
"CR1"	"H"	12.5	0.0039	0.00312	0.00468	0.00312	0.00468
"CR1"	"H"	12.6	0.0039	0.00312	0.00468	0.00312	0.00468
"CR1"	"H"	12.7	0.0039	0.00312	0.00468	0.00312	0.00468
"CR1"	"H"	12.8	0.0039	0.00312	0.00468	0.00312	0.00468
"CR1"	"H"	12.9	0.0039	0.00312	0.00468	0.00312	0.00468
"CR1"	"H"	13	0.0039	0.00312	0.00468	0.00312	0.00468
"CR1"	"H"	13.1	0.004	0.0032	0.0048	0.0032	0.0048
"CR1"	"H"	13.2	0.004	0.0032	0.0048	0.0032	0.0048
"CR1"	"H"	13.3	0.004	0.0032	0.0048	0.0032	0.0048
"CR1"	"H"	13.4	0.004	0.0032	0.0048	0.0032	0.0048
"CR1"	"H"	13.5	0.004	0.0032	0.0048	0.0032	0.0048
"CR1"	"H"	13.6	0.004	0.0032	0.0048	0.0032	0.0048
"CR1"	"H"	13.7	0.004	0.0032	0.0048	0.0032	0.0048
"CR1"	"H"	13.8	0.004	0.0032	0.0048	0.0032	0.0048
"CR1"	"H"	13.9	0.004	0.0032	0.0048	0.0032	0.0048
"CR1"	"H"	14	0.004	0.0032	0.0048	0.0032	0.0048
"CR1"	"H"	14.1	0.004	0.0032	0.0048	0.0032	0.0048
"CR1"	"H"	14.2	0.004	0.0032	0.0048	0.0032	0.0048
"CR1"	"H"	14.3	0.004	0.0032	0.0048	0.0032	0.0048
"CR1"	"H"	14.4	0.004	0.0032	0.0048	0.0032	0.0048
"CR1"	"H"	14.5	0.004	0.0032	0.0048	0.0032	0.0048
"CR1"	"H"	14.6	0.004	0.0032	0.0048	0.0032	0.0048
"CR1"	"H"	14.7	0.004	0.0032	0.0048	0.0032	0.0048
"CR1"	"H"	14.8	0.004	0.0032	0.0048	0.0032	0.0048
"CR1"	"H"	14.9	0.004	0.0032	0.0048	0.0032	0.0048
"CR1"	"H"	15	0.004	0.0032	0.0048	0.0032	0.0048
"CR2"	"C"	0.1	0.0027	0.00216	0.00324	0.00216	0.00324
"CR2"	"C"	0.2	0.0052	0.00416	0.00624	0.00416	0.00624
"CR2"	"C"	0.3	0.0073	0.00584	0.00876	0.00584	0.00876
"CR2"	"C"	0.4	0.0093	0.00744	0.01116	0.00744	0.01116
"CR2"	"C"	0.5	0.011	0.0088	0.0132	0.0088	0.0132
"CR2"	"C"	0.6	0.0126	0.01008	0.01512	0.01008	0.01512
"CR2"	"C"	0.7	0.014	0.0112	0.0168	0.0112	0.0168
"CR2"	"C"	0.8	0.0154	0.01232	0.01848	0.01232	0.01848
"CR2"	"C"	0.9	0.0166	0.01328	0.01992	0.01328	0.01992
"CR2"	"C"	1	0.0177	0.01416	0.02124	0.01416	0.02124
"CR2"	"C"	1.1	0.0187	0.01496	0.02244	0.01496	0.02244
"CR2"	"C"	1.2	0.0197	0.01576	0.02364	0.01576	0.02364
"CR2"	"C"	1.3	0.0206	0.01648	0.02472	0.01648	0.02472
"CR2"	"C"	1.4	0.0214	0.01712	0.02568	0.01712	0.02568
"CR2"	"C"	1.5	0.0222	0.01776	0.02664	0.01776	0.02664
"CR2"	"C"	1.6	0.0229	0.01832	0.02748	0.01832	0.02748
"CR2"	"C"	1.7	0.0236	0.01888	0.02832	0.01888	0.02832
"CR2"	"C"	1.8	0.0242	0.0194	0.029	0.01936	0.02904
"CR2"	"C"	1.9	0.0248	0.0201	0.0295	0.01984	0.02976
"CR2"	"C"	2	0.0254	0.0206	0.0301	0.02032	0.03048
"CR2"	"C"	2.1	0.0259	0.0212	0.0306	0.02072	0.03108
"CR2"	"C"	2.2	0.0264	0.0217	0.0312	0.02112	0.03168
"CR2"	"C"	2.3	0.0269	0.0221	0.0317	0.02152	0.03228
"CR2"	"C"	2.4	0.0273	0.0225	0.0322	0.02184	0.03276
"CR2"	"C"	2.5	0.0278	0.0229	0.0327	0.02224	0.03336
"CR2"	"C"	2.6	0.0282	0.0232	0.0332	0.02256	0.03384
"CR2"	"C"	2.7	0.0286	0.0235	0.0337	0.02288	0.03432
"CR2"	"C"	2.8	0.029	0.0237	0.0342	0.0232	0.0348
"CR2"	"C"	2.9	0.0293	0.0239	0.0347	0.02344	0.03516
"CR2"	"C"	3	0.0297	0.0241	0.0352	0.02376	0.03564
"CR2"	"C"	3.1	0.03	0.0243	0.0357	0.024	0.036
"CR2"	"C"	3.2	0.0303	0.0245	0.0361	0.02424	0.03636
"CR2"	"C"	3.3	0.0306	0.0246	0.0366	0.02448	0.03672
"CR2"	"C"	3.4	0.0309	0.02472	0.037	0.02472	0.03708
"CR2"	"C"	3.5	0.0312	0.02496	0.03744	0.02496	0.03744
"CR2"	"C"	3.6	0.0314	0.02512	0.03768	0.02512	0.03768
"CR2"	"C"	3.7	0.0317	0.02536	0.03804	0.02536	0.03804
"CR2"	"C"	3.8	0.0319	0.02552	0.03828	0.02552	0.03828
"CR2"	"C"	3.9	0.0322	0.02576	0.03864	0.02576	0.03864
"CR2"	"C"	4	0.0324	0.02592	0.03888	0.02592	0.03888
"CR2"	"C"	4.1	0.0326	0.02608	0.03912	0.02608	0.03912
"CR2"	"C"	4.2	0.0328	0.02624	0.03936	0.02624	0.03936
"CR2"	"C"	4.3	0.033	0.0264	0.0396	0.0264	0.0396
"CR2"	"C"	4.4	0.0332	0.02656	0.03984	0.02656	0.03984
"CR2"	"C"	4.5	0.0334	0.02672	0.04008	0.02672	0.04008
"CR2"	"C"	4.6	0.0336	0.02688	0.04032	0.02688	0.04032
"CR2"	"C"	4.7	0.0338	0.02704	0.04056	0.02704	0.04056
"CR2"	"C"	4.8	0.034	0.0272	0.0408	0.0272	0.0408
"CR2"	"C"	4.9	0.0341	0.02728	0.04092	0.02728	0.04092
"CR2"	"C"	5	0.0343	0.02744	0.04116	0.02744	0.04116
"CR2"	"C"	5.1	0.0345	0.0276	0.0414	0.0276	0.0414
"CR2"	"C"	5.2	0.0346	0.02768	0.04152	0.02768	0.04152
"CR2"	"C"	5.3	0.0348	0.02784	0.04176	0.02784	0.04176
"CR2"	"C"	5.4	0.0349	0.02792	0.04188	0.02792	0.04188
"CR2"	"C"	5.5	0.0351	0.02808	0.04212	0.02808	0.04212
"CR2"	"C"	5.6	0.0352	0.02816	0.04224	0.02816	0.04224
"CR2"	"C"	5.7	0.0353	0.02824	0.04236	0.02824	0.04236
"CR2"	"C"	5.8	0.0355	0.0284	0.0426	0.0284	0.0426
"CR2"	"C"	5.9	0.0356	0.02848	0.04272	0.02848	0.04272
"CR2"	"C"	6	0.0357	0.02856	0.04284	0.02856	0.04284
"CR2"	"C"	6.1	0.0358	0.02864	0.04296	0.02864	0.04296
"CR2"	"C"	6.2	0.0359	0.02872	0.04308	0.02872	0.04308
"CR2"	"C"	6.3	0.036	0.0288	0.0432	0.0288	0.0432
"CR2"	"C"	6.4	0.0362	0.02896	0.04344	0.02896	0.04344
"CR2"	"C"	6.5	0.0363	0.02904	0.04356	0.02904	0.04356
"CR2"	"C"	6.6	0.0364	0.02912	0.04368	0.02912	0.04368
"CR2"	"C"	6.7	0.0365	0.0292	0.0438	0.0292	0.0438
"CR2"	"C"	6.8	0.0366	0.02928	0.04392	0.02928	0.04392
"CR2"	"C"	6.9	0.0367	0.02936	0.04404	0.02936	0.04404
"CR2"	"C"	7	0.0368	0.02944	0.04416	0.02944	0.04416
"CR2"	"C"	7.1	0.0369	0.02952	0.04428	0.02952	0.04428
"CR2"	"C"	7.2	0.037	0.0296	0.0444	0.0296	0.0444
"CR2"	"C"	7.3	0.037	0.0296	0.0444	0.0296	0.0444
"CR2"	"C"	7.4	0.0371	0.02968	0.04452	0.02968	0.04452
"CR2"	"C"	7.5	0.0372	0.02976	0.04464	0.02976	0.04464
"CR2"	"C"	7.6	0.0373	0.02984	0.04476	0.02984	0.04476
"CR2"	"C"	7.7	0.0374	0.02992	0.04488	0.02992	0.04488
"CR2"	"C"	7.8	0.0375	0.03	0.045	0.03	0.045
"CR2"	"C"	7.9	0.0375	0.03	0.045	0.03	0.045
"CR2"	"C"	8	0.0376	0.03008	0.04512	0.03008	0.04512
"CR2"	"C"	8.1	0.0377	0.03016	0.04524	0.03016	0.04524
"CR2"	"C"	8.2	0.0378	0.03024	0.04536	0.03024	0.04536
"CR2"	"C"	8.3	0.0378	0.03024	0.04536	0.03024	0.04536
"CR2"	"C"	8.4	0.0379	0.03032	0.04548	0.03032	0.04548
"CR2"	"C"	8.5	0.038	0.0304	0.0456	0.0304	0.0456
"CR2"	"C"	8.6	0.038	0.0304	0.0456	0.0304	0.0456
"CR2"	"C"	8.7	0.0381	0.03048	0.04572	0.03048	0.04572
"CR2"	"C"	8.8	0.0382	0.03056	0.04584	0.03056	0.04584
"CR2"	"C"	8.9	0.0382	0.03056	0.04584	0.03056	0.04584
"CR2"	"C"	9	0.0383	0.03064	0.04596	0.03064	0.04596
"CR2"	"C"	9.1	0.0384	0.03072	0.04608	0.03072	0.04608
"CR2"	"C"	9.2	0.0384	0.03072	0.04608	0.03072	0.04608
"CR2"	"C"	9.3	0.0385	0.0308	0.0462	0.0308	0.0462
"CR2"	"C"	9.4	0.0385	0.0308	0.0462	0.0308	0.0462
"CR2"	"C"	9.5	0.0386	0.03088	0.04632	0.03088	0.04632
"CR2"	"C"	9.6	0.0387	0.03096	0.04644	0.03096	0.04644
"CR2"	"C"	9.7	0.0387	0.03096	0.04644	0.03096	0.04644
"CR2"	"C"	9.8	0.0388	0.03104	0.04656	0.03104	0.04656
"CR2"	"C"	9.9	0.0388	0.03104	0.04656	0.03104	0.04656
"CR2"	"C"	10	0.0389	0.03112	0.04668	0.03112	0.04668
"CR2"	"C"	10.1	0.0389	0.03112	0.04668	0.03112	0.04668
"CR2"	"C"	10.2	0.039	0.0312	0.0468	0.0312	0.0468
"CR2"	"C"	10.3	0.039	0.0312	0.0468	0.0312	0.0468
"CR2"	"C"	10.4	0.0391	0.03128	0.04692	0.03128	0.04692
"CR2"	"C"	10.5	0.0391	0.03128	0.04692	0.03128	0.04692
"CR2"	"C"	10.6	0.0392	0.03136	0.04704	0.03136	0.04704
"CR2"	"C"	10.7	0.0392	0.03136	0.04704	0.03136	0.04704
"CR2"	"C"	10.8	0.0393	0.03144	0.04716	0.03144	0.04716
"CR2"	"C"	10.9	0.0393	0.03144	0.04716	0.03144	0.04716
"CR2"	"C"	11	0.0393	0.03144	0.04716	0.03144	0.04716
"CR2"	"C"	11.1	0.0394	0.03152	0.04728	0.03152	0.04728
"CR2"	"C"	11.2	0.0394	0.03152	0.04728	0.03152	0.04728
"CR2"	"C"	11.3	0.0395	0.0316	0.0474	0.0316	0.0474
"CR2"	"C"	11.4	0.0395	0.0316	0.0474	0.0316	0.0474
"CR2"	"C"	11.5	0.0396	0.03168	0.04752	0.03168	0.04752
"CR2"	"C"	11.6	0.0396	0.03168	0.04752	0.03168	0.04752
"CR2"	"C"	11.7	0.0396	0.03168	0.04752	0.03168	0.04752
"CR2"	"C"	11.8	0.0397	0.03176	0.04764	0.03176	0.04764
"CR2"	"C"	11.9	0.0397	0.03176	0.04764	0.03176	0.04764
"CR2"	"C"	12	0.0397	0.03176	0.04764	0.03176	0.04764
"CR2"	"C"	12.1	0.0398	0.03184	0.04776	0.03184	0.04776
"CR2"	"C"	12.2	0.0398	0.03184	0.04776	0.03184	0.04776
"CR2"	"C"	12.3	0.0399	0.03192	0.04788	0.03192	0.04788
